0,1,date,place,accompanying text,link
-74.11207,40.982247,3/5/17,community center,,www.jta.org/2017/04/12/news-opinion/united-states/swastikas-and-other-hate-graffiti-scrawled-on-jewish-center-and-church-near-dc
-75.11787,40.001811,3/6/17,religious institution,,wtop.com/fairfax-county/2017/04/1-arrested-in-anti-semitic-vandalism-at-buildings-in-fairfax/
-74.185895,41.083159,3/7/17,private property,,www.9news.com/article/news/local/next/kindness-follows-after-swastikas-were-carved-outside-assisted-living-center/437281251
-88.211024,40.108966,3/7/17,cemetary,,www.dailykos.com/story/2017/4/11/1652216/-Graves-of-Arizona-farm-workers-vandalized-with-swastikas-racist-slurs
-71.078494,42.240598,3/8/17,public space,,levittownnow.com/2017/04/13/park-vandalized-with-swastika/
-81.524017,41.04349,3/8/17,private property,,www.wusa9.com/article/news/local/more-racist-graffiti-discovered-in-northern-va/65-431206762
-122.690794,45.507856,3/8/17,local business,,www.craigdailypress.com/news/crime-courts/swastika-found-on-craig-business-on-the-record-for-april-12-to-14/
-74.506256,40.77165,3/10/17,K-12,,patch.com/new-jersey/manalapan/swastikas-anti-semitic-writing-found-manalapan-elementary-school
-77.207617,39.143979,3/10/17,K-12,,www.click2houston.com/news/2017/04/14/swastika-formed-from-rocks-at-langham-creek-high-school/
-122.690794,45.507856,3/12/17,public space,,www.usnews.com/news/best-states/oregon/articles/2017-04-14/swastika-racist-graffiti-found-at-eugene-bus-stop
-122.690794,45.507856,3/12/17,college,,www.cavalierdaily.com/article/2017/04/properties-on-university-circle-vandalized
-91.991044,30.24171,3/12/17,religious institution,,www.kcci.com/article/deputy-helps-paint-over-swastika-on-church-building-before-easter-morning-services/9538816
-93.78556,45.04028,3/12/17,college,,www.presstelegram.com/social-affairs/20170418/white-supremacist-fliers-posted-again-at-cal-state-long-beach-campus
-117.911715,33.678399,3/12/17,private property,,www.thestranger.com/slog/2017/04/17/25081481/kuow-employee-woke-up-to-find-swastikas-painted-on-her-automobiles-and-automobiles-all-down-the-block
-86.13216,39.775092,3/12/17,public space,,www.eagletribune.com/news/merrimack_valley/swastika-found-painted-on-andover-street-sign/article_be2934d6-f659-5996-bcc0-8173eb17b1f9.html
-122.52719,38.134068,3/13/17,K-12,,k2radio.com/1000-reward-to-find-person-who-drew-swastika-at-kelly-walsh/
-121.298794,37.672196,3/17/17,college,,www.dbknews.com/2017/04/20/umpd-crime-blotter-police/
-80.43473,37.256283,3/18/17,K-12,,theaardvarkdig.com/2017/04/23/swastika-drawn-in-oes-bathroom/
-76.674494,38.946658,3/19/17,college,,www.dailyemerald.com/2017/04/20/white-nationalists-visit-uo-dont-find-support/
-97.771258,30.326374,3/19/17,public space,,www.bostonglobe.com/metro/2017/04/24/swastika-with-smiley-face-discovered-salem-landmark/hX63WaehrxuGoU67W7WL2M/story.html
-86.151145,36.087694,3/20/17,college,,billypenn.com/2017/04/25/neo-nazi-recruiting-posters-yanked-from-penns-campus/
-77.305097,38.853231,3/20/17,college,,http://www.santacruzsentinel.com/article/NE/20170426/NEWS/170429744
-77.016719,38.911936,3/21/17,public space,,suncommunitynews.com/news/58011/city-praised-for-swift-swastika-response/
-122.29339,37.516644,3/22/17,college,,rwuhawksherald.com/2017/04/28/rwus-response-to-anti-semitist-act/
-88.180211,41.509668,3/23/17,public transportation,,www.nbcnewyork.com/news/local/NYC-Subway-Train-Service-Pull-After-Swastika-Found-on-Seat-MTA-420556243.html
-71.121185,42.179146,3/23/17,public space,,www.dakotanewsnow.com/content/news/Police-identify-suspect-spray-painting-swastikas-around-town-420765004.html
-122.690794,45.507856,3/23/17,public facility,,www.wdrb.com/story/35282595/spray-painted-swastika-appears-on-lmpd-headquarters
-75.890685,42.165629,3/24/17,public space,,fiddleheadfocus.com/2017/05/03/news/sj-swastika-19-17/
-81.189693,35.284018,3/24/17,K-12,,njjewishnews.timesofisrael.com/parents-students-charge-anti-semitism-ignored-in-east-brunswick-schools/#.WTHsUhPysUE
-81.22646,35.11125,3/24/17,K-12,,www.eagnews.org/2017/05/oakland-swastika-dance-routine-heil-hitler-salutes-in-school-hallways/
-112.351835,33.703967,3/24/17,K-12,,patch.com/massachusetts/concord/swastika-concord-carlisle-high-school-under-investigation
-84.258472,30.427753,3/28/17,public space,,www.denverpost.com/2017/05/03/du-campus-vandalism/
-73.494637,41.308201,3/29/17,college,,www.kcrg.com/content/news/UPDATE-Artist-restores-UI-mural-after-swastika-vandalism--421528123.html
-70.92294,43.14133,4/1/17,K-12,,www.usnews.com/news/best-states/massachusetts/articles/2017-05-26/investigation-after-swastikas-found-at-reading-high-school
-86.556439,34.718428,4/1/17,public space,,ridgewood.dailyvoice.com/police-fire/swastika-painted-on-ridgewood-residents-wall-detectives-investigating/710374/
-72.464571,42.367092,4/1/17,public memorial,,www.idahostatesman.com/news/local/community/boise/article149818384.html
-73.76197,41.16845,4/2/17,K-12,,www.palmbeachpost.com/news/crime--law/breaking-swastikas-racial-slurs-painted-walls-santaluces-high/y4e99kwDT1jKPscRu0iFjI/
-70.262393,43.658784,4/4/17,K-12,,www.usnews.com/news/best-states/massachusetts/articles/2017-05-13/school-police-investigating-swastika-found-in-bathroom
-77.493157,37.524246,4/6/17,private property,,www.mlive.com/news/ann-arbor/index.ssf/2017/05/swastika_kkk_drawn_on_trump_fo.html
-121.803388,47.432251,4/6/17,college,,www.fosters.com/news/20170513/swastikas-reported-inside-unh-dorm
-88.53702,41.66281,4/6/17,K-12,,njjewishnews.timesofisrael.com/parents-students-charge-anti-semitism-ignored-in-east-brunswick-schools/#.WTHsUhPysUE
-75.072803,40.217062,4/8/17,private property,,www.splcenter.org/hatewatch/2017/05/16/swastika-racist-tag-found-black-family%E2%80%99s-burning-home
-116.466743,33.818256,4/10/17,K-12,,www.naplesnews.com/story/news/education/2017/05/17/lee-sheriffs-office-investigates-white-supremacist-vandalism-bonita-springs-middle-school/327213001/
-72.339655,42.667059,4/10/17,public space,,www.johnsoncitypress.com/Politics/2017/05/17/Nazi-symbol-painted-on-Tweetsie-Trail.html
-77.305097,38.853231,4/11/17,K-12,,patch.com/maryland/columbia/swastikas-found-lab-desk-long-reach-hs
-77.305097,38.853231,4/11/17,K-12,,pascackvalley.dailyvoice.com/police-fire/attention-paid-to-swastika-anti-semitic-message-found-at-river-dell-hs/711817/
-105.03747,39.830822,4/11/17,K-12,,www.usnews.com/news/best-states/massachusetts/articles/2017-05-26/investigation-after-swastikas-found-at-reading-high-school
-112.3496,33.4356,4/11/17,public space,,www.brooklyneagle.com/articles/2017/5/26/swastika-graffiti-found-bay-ridge-pier
-76.720142,40.191241,4/12/17,public space,,www.dariennewsonline.com/news/article/Swastika-racial-slur-drawn-on-Darien-tennis-court-11185091.php
-77.645224,39.085309,4/13/17,public space,,www.post-gazette.com/local/south/2017/05/30/Mt-Lebanon-anti-Semitic-message-pine-cones-swastika/stories/201705300155
-107.694794,40.745223,4/13/17,public space,,www.12newsnow.com/news/local/graffiti-at-port-neches-riverfront-park-upsets-mid-county-residents/444672589
-95.309789,29.813142,4/14/17,K-12,,denver.cbslocal.com/2017/06/01/jeffco-schools-oberon-middle-anti-semitic/
-123.080181,44.067988,4/14/17,K-12,,www.localdvm.com/news/i-270/swastika-found-drawn-on-high-school-desk/732637881
-78.48045,38.026588,4/14/17,public space,,www.brooklyneagle.com/articles/2017/6/1/anti-semitic-incidents-shock-gravesend-bay-ridge-officials
-118.200957,33.804309,4/16/17,college,,www.thestranger.com/slog/2017/06/07/25198365/neo-nazi-group-posts-flyers-at-evergreen-state-college-after-student-demonstrations
-122.372401,47.806068,4/17/17,private property,,www.wcpo.com/news/local-news/hamilton-county/fairfield/fairfield-police-investigating-several-reports-of-vandalism-in
-71.165685,42.647991,4/17/17,private property,,denver.cbslocal.com/2017/06/02/aurora-graffiti-swastikas/
-106.312561,42.859875,4/19/17,public space,,www.spokesman.com/stories/2017/jun/02/oregon-hiking-trail-marred-by-swastikas-other-graf/
-76.931652,39.002867,4/19/17,public space,,www.inforum.com/news/4278561-second-swastika-many-days-pops-island-park
-122.690794,45.507856,4/19/17,K-12,,www.fox25boston.com/news/swastikas-written-on-duxbury-schools-in-recent-weeks/530925699
-123.080181,44.067988,4/20/17,K-12,,www.fox25boston.com/news/swastikas-written-on-duxbury-schools-in-recent-weeks/530925699
-70.873647,42.642845,4/20/17,K-12,,www.fox25boston.com/news/swastikas-written-on-duxbury-schools-in-recent-weeks/530925699
-75.11787,40.001811,4/23/17,public space,,www.inforum.com/news/4278561-second-swastika-many-days-pops-island-park
-122.111126,37.052748,4/24/17,local business,,www.nbc12.com/story/35631531/vandals-paint-swastika-on-jewish-camp-sign-in-goochland
-73.471148,44.704021,4/25/17,K-12,,www.eastbaytimes.com/2017/06/13/high-school-seniors-spray-painted-swastika-on-campus-during-senior-prank-week/
-71.2704,41.678378,4/25/17,private property,,www.khou.com/article/news/local/swastika-painted-on-car-in-south-austin-neighborhood/449190845
-74.018244,40.68863,4/26/17,private property,,www.palmbeachpost.com/news/crime--law/new-boynton-police-probe-swastika-black-lives-matter-drawn-truck/ecwipUyEPZ9K1EvGqw6VFO/
-85.676819,38.188962,4/28/17,private property,,www.nbclosangeles.com/news/local/Racial-Slur-Nazi-Symbol-Spray-Painted-on-Womans-automobile-428749613.html
-68.58101,47.26484,4/30/17,K-12,,wnyt.com/news/police-investigate-nazi-flag-in-building-at-cambridge-school/4520763/
-74.421695,40.427697,5/1/17,local business,,www.klkntv.com/employees-say-hate-wont-win-after-swastika-is-painted-on-haymarket-building/
-121.921498,37.680181,5/1/17,religious institution,,www.sacbee.com/news/local/crime/article156857279.html
-71.34895,42.46037,5/2/17,local business,,forward.com/fast-forward/375194/star-of-david-and-swastika-smeared-in-feces-on-connecticut-tv-studio/
-104.996553,39.760189,5/2/17,private property,,www.sheboyganpress.com/story/news/2017/06/21/police-racial-and-offensive-graffiti-found-garage/417569001/
-91.657578,41.976612,5/3/17,K-12,,www.chicagotribune.com/suburbs/oak-park/news/ct-oak-oprf-swastika-tl-0629-20170626-story.html
-71.107172,42.537065,5/4/17,local business,,"www.rblandmark.com/News/Articles/6-27-2017/Swastika-drawn-on-front-door-of-Brookfield-business-%7C-Police-reports,-June-19_25/"
-74.11207,40.982247,5/6/17,public space,,www.newsday.com/long-island/crime/swastika-found-on-fire-lsland-lifeguard-chair-officials-say-1.13773394
-116.272921,43.603768,5/9/17,local business,,www.presstelegram.com/2017/07/22/nurses-find-dozens-of-swastikas-in-long-beach-hospital-stairwell/
-71.459405,42.446396,5/12/17,religious institution,,komonews.com/news/local/edmonds-police-arrest-man-after-swastika-painted-on-car
-83.849042,42.266638,5/12/17,K-12,,www.nbcconnecticut.com/news/local/Police-Investigate-Swastika-Spray-Painted-on-Sign-at-Torrington-School-432121153.html
-70.92294,43.14133,5/12/17,private property,,www.azcentral.com/videos/news/local/phoenix/2017/07/05/phoenix-familys-mailbox-vandalized-swastika/103459728/
-74.421695,40.427697,5/15/17,public space,,www.restonnow.com/2017/07/07/police-investigating-after-swastika-painted-near-reston-home/
-74.018244,40.68863,5/15/17,public space,,www.metro.us/police-searching-for-suspect-caught-on-camera-carving-swastikas-into-brooklyn-sidewalk/
-81.94861,26.552895,5/15/17,public space,,patch.com/new-jersey/ridgewood/swastika-removed-ridgewood-street
-82.122892,36.330784,5/16/17,local business,,www.ktvb.com/article/news/crime/owner-speaks-out-after-boise-eatery-targeted-with-swastika-hateful-message/277-456537255
-76.887905,39.206132,5/18/17,public facility,,www.sevendaysvt.com/OffMessage/archives/2017/07/21/swastika-racial-slur-found-in-burlington-library-bathroom
-74.026983,40.955347,5/24/17,public space,,www.capenews.net/falmouth/news/swastikas-found-etched-on-falmouth-playground-equipment/article_83ae047d-fc41-55b2-b5aa-cf1e6364075b.html
-71.107172,42.537065,5/24/17,local business,,www.wsbtv.com/news/local/atlanta/waitress-outraged-after-she-says-man-handed-her-menu-with-swastika-drawn-on-it/569415737
-74.018244,40.68863,5/24/17,public space,,http://www.postregister.com/articles/news-todays-headlines/2017/07/22/racist-flyers-surface#
-73.480765,41.075846,5/27/17,private property,,www.newsweek.com/nazi-plane-landed-georgia-highway-641252
-76.397634,40.331594,5/30/17,college,,retriever.umbc.edu/uptick-in-hate-crimes-worries-umbc-community/
-93.95851,29.99132,5/31/17,private property,,www.kshb.com/news/local-news/vandals-draw-racial-slurs-swastika-on-grain-valley-vehicles
-105.223945,39.522014,6/1/17,local business,,www.capenews.net/mashpee/news/swastikas-found-in-sandwich-mashpee/article_4058dd3d-49b2-5d5a-995d-daad5c672b8b.html
-77.182953,39.139336,6/1/17,private property,,upnorthlive.com/news/local/swastika-scribbled-on-manistee-womans-front-door
-122.869079,46.984767,6/1/17,K-12,,www.pressdemocrat.com/news/7318687-181/swastika-found-scrawled-on-maria?artslide=1
-84.55239,39.325714,6/1/17,community center,,www.app.com/story/news/local/how-we-live/race/2017/08/15/highlands-nj-swastika-white-power-rock-charlottesville/568075001/
-104.862881,39.739249,6/2/17,public space,,www.brooklyn-usa.org/wp-content/uploads/2017/09/MOTM_Sept-2017.pdf
-121.227125,44.082037,6/2/17,public space,,bklyner.com/nazi-propaganda-found-greenpoint/
-96.834703,46.927094,6/4/17,public space,,www.mlive.com/news/grand-rapids/index.ssf/2017/08/nazi_flag_hung_on_i-196_overpa.html
-70.701357,41.970474,6/5/17,college,,www.kcur.org/education/2017-08-15/this-is-a-hate-crime-swastika-drawn-on-avila-university-campus
-70.701357,41.970474,6/5/17,private property,,www.capenews.net/mashpee/news/swastikas-found-in-sandwich-mashpee/article_4058dd3d-49b2-5d5a-995d-daad5c672b8b.html
-70.701357,41.970474,6/5/17,private property,,bakersfieldnow.com/news/local/neighborhood-in-southeast-bakersfield-is-vandalized-with-a-swastika
-96.834703,46.927094,6/5/17,public space,,www.capecodtimes.com/news11/20170816/swastika-painted-on-car-in-mashpee
-77.995,37.725416,6/8/17,private property,,www.mlive.com/news/grand-rapids/index.ssf/2017/08/swastikas_painted_on_dumpsters.html
-121.982721,37.565285,6/11/17,private property,,www.cleveland.com/lakewood/index.ssf/2017/08/swastikas_painted_on_driveway.html
-97.771258,30.326374,6/12/17,public space,,www.miamiherald.com/news/local/community/miami-dade/article167544357.html
-80.430269,26.645895,6/14/17,private property,,www.independent.com/news/2017/aug/18/swastika-trump-graffitied-near-goleta/
-116.055617,33.752886,6/15/17,private property,,www.12news.com/article/news/local/valley/dog-with-swastika-painted-on-its-head-shows-up-on-neighbors-doorstep/465012786
-73.392229,43.068526,6/16/17,public space,,www.vcstar.com/story/news/local/communities/conejo-valley/2017/08/18/swastika-sign-discovered-conejo-valley-park/582719001/?cookies=&from=global
-96.823133,40.865142,6/17/17,public space,,www.jta.org/2017/08/21/news-opinion/united-states/swastikas-and-anti-semitic-slurs-found-in-michigan-park
-121.555406,38.380456,6/17/17,public space,,fox17.com/news/local/swastika-painted-on-murfreesboro-street-next-to-trumps-name
-73.536216,41.054082,6/19/17,religious institution,,www.pahomepage.com/news/scranton-residents-work-to-remove-symbol-of-hate/795114491
-87.798933,41.888545,6/26/17,religious institution,,www.chicagotribune.com/suburbs/oak-park/news/ct-oak-park-church-graffiti-tl-0831-20170824-story.html
-87.85173,41.82392,6/26/17,public transportation,,nypost.com/2017/08/28/man-casually-wears-swastika-necklace-on-subway-freaks-out-riders/
-118.200957,33.804309,6/30/17,public space,,www.latimes.com/local/lanow/la-me-ln-alameda-fliers-hate-20170821-story.html
-122.372401,47.806068,7/2/17,local business,,www.golf.com/tour-and-news/2017/08/23/swastika-found-gouged-green-early-monday
-73.126763,41.87484,7/2/17,K-12,,www.fox5vegas.com/story/36192911/swastika-painted-near-las-vegas-elementary-school-kkk-on-elderly-couples-van
-112.351835,33.703967,7/4/17,college,,www.spokesman.com/stories/2017/aug/22/swastikas-bomb-threat-etched-into-wsu-dorm-walls-t/
-77.3418,38.96146,7/6/17,local business,,www.nbcphiladelphia.com/news/local/Vandals-Tag-Racist-Graffiti-Throughout-Chester-County-Neighborhood-441534483.html
-74.11207,40.982247,7/10/17,K-12,,getschooled.blog.myajc.com/2017/08/22/swastika-in-atlanta-fifth-grade-classroom-offers-lessons-for-10-year-olds-and-all-of-us/
-116.272921,43.603768,7/11/17,K-12,,www.gwinnettdailypost.com/local/grayson-high-school-officials-identify-student-responsible-for-football-field/article_1d505451-42c3-5cc1-b973-c7c76eb74a9b.html
-73.209998,44.476622,7/15/17,religious institution,,www.dnainfo.com/new-york/20170825/upper-west-side/swastika-drawn-on-progressive-church-entrance?utm_source=Upper+West+Side+%26+Morningside+Heights&utm_campaign=d248627f17-Mailchimp-NYC&utm_medium=email&utm_term=0_7b32a2c556-d248627f17-137665157
-70.55554,41.57076,7/19/17,local business,,www.nbcconnecticut.com/news/local/Racial-Slur-Swastika-Painted-on-Front-of-New-Milford-Restaurant-441527813.html
-84.47405,33.844371,7/20/17,K-12,,thetimes-tribune.com/news/scranton-police-investigating-swastika-graffiti-at-scranton-prep-1.2234646
-111.877936,43.54241,7/22/17,private property,,weartv.com/news/local/vandals-spray-paint-swastika-symbols-racial-slurs-on-homes
-83.879494,33.988309,7/24/17,public space,,cronkitenews.azpbs.org/2017/08/31/controversy-banner-crossed-swastika-prompts-meeting-rising-fc/
-76.623489,39.296536,8/1/17,public space,,www.thespectrum.com/story/news/2017/08/29/sign-hate-swastika-frightens-hurricane-woman/612586001/
-94.19856,39.01501,8/7/17,K-12,,forward.com/fast-forward/381498/swastikas-painted-on-connecticut-public-school/
-70.439975,41.72832,8/12/17,college,,bronx.news12.com/story/36323979/swastika-found-inside-fordham-university-residence-hall
-86.182473,44.263534,8/13/17,public space,,https://www.portlandphoenix.me/news/item/6932-should-the-nazi-swastika-be-re-appropriated-as-a-symbol-of-the-resistance
-122.783159,38.450412,8/13/17,protest/rally,,www.dallasnews.com/news/harvey/2017/08/29/trump-texas-can-handle-anything-even-costliest-wettest-storm-ever
-73.99153,40.40372,8/13/17,public space,,www.abc4.com/news/local-news/salt-lake-city-woman-encounters-nazi-swastika-drawn-on-sign/
-85.629101,42.984226,8/14/17,K-12,,www.loudountimes.com/news/article/swastika_found_in_bathroom_at_briar_woods_hs_third_anti_semitic432
-94.598583,39.102404,8/14/17,abandoned structure,,https://www.theguardian.com/artanddesign/2017/aug/30/richard-misrach-best-photograph-swastika-california-desert-interview
-70.48114,41.64844,8/15/17,college,,blueandgraypress.com/2017/09/14/swastika-found-in-jefferson-hall-elevator-reflects-a-nationwide-trend/
-119.020562,35.384337,8/15/17,college,,dailyillini.com/opinions/2017/09/06/administration-fails-at-condemning-anti-semitic-speech/#photo
-85.683555,43.157685,8/15/17,K-12,,philadelphia.cbslocal.com/2016/09/12/swastika-haverford-tennis-court/
-81.79819,41.48199,8/15/17,private property,,www.krqe.com/news/swastika-on-albuquerque-homes-window-offends-neighbors/
-80.458168,25.558428,8/16/17,private property,,www.dailycamera.com/lafayette-news/ci_31280312/jewish-couple-reports-swastika-their-door-lafayette
-119.848555,34.262834,8/16/17,college,,www.pressherald.com/2017/09/08/racist-homophobic-graffiti-found-in-building-on-bowdoin-campus/
-112.351835,33.703967,8/17/17,college,,www.thehoya.com/two-bias-related-vandalisms-reported-two-days/
-119.1343,34.032383,8/18/17,college,,bangordailynews.com/2017/09/08/news/midcoast/swastika-graffiti-reported-at-bowdoin-college/
-83.849042,42.266638,8/18/17,college,,www.paloaltoonline.com/news/2017/09/11/swastika-like-symbol-drawn-outside-stanford-residence-hall
-86.372158,35.762951,8/19/17,college,,www.thehoya.com/two-bias-related-vandalisms-reported-two-days/
-75.637626,41.401881,8/19/17,college,,ephblog.com/category/faculty/marlene-sandstrom/
-87.798933,41.888545,8/19/17,K-12,,patch.com/connecticut/ridgefield/swastika-found-ridgefield-high-school
-74.018244,40.68863,8/20/17,college,,www.dailyprincetonian.com/article/2017/09/swastika-found-near-lewis-library
-122.264779,37.770563,8/20/17,private property,,jewishstandard.timesofisrael.com/swastika-in-hackensack/
-93.25812,44.633421,8/21/17,private property,,http://www.chicagotribune.com/suburbs/franklin-park/news/ct-elm-swastikas-river-grove-blotter-tl-0921-20170915-story.html
-115.10647,36.17372,8/21/17,public space,,http://www.chicagotribune.com/suburbs/franklin-park/news/ct-elm-swastikas-river-grove-blotter-tl-0921-20170915-
-117.218027,46.730331,8/21/17,college,,www.dbknews.com/2017/09/17/university-of-maryland-police-swastika-hate-bias-incident/
-84.47405,33.844371,8/22/17,K-12,,www.sandiegouniontribune.com/news/public-safety/sd-me-graffiti-school-20170913-story.html
-83.896781,33.876889,8/22/17,college,,www.twincities.com/2017/09/28/macalester-says-unacceptable-after-multiple-swastikas-found-in-campus-building/
-74.018244,40.68863,8/23/17,college,,www.kcci.com/article/swastika-racist-messages-reported-at-drake-university/12265110
-73.40575,41.5843,8/23/17,college,,www.jconline.com/story/news/college/2017/09/28/tables-found-arranged-into-swastika-purdue-honors-college/711839001/
-75.637626,41.401881,8/24/17,college,,www.daily49er.com/news/2017/09/19/la-raza-student-association-receives-death-threats-multicultural-center-littered-with-racist-fliers-over-weekend/
-87.222516,30.428781,8/25/17,private property,,www.theoaklandpress.com/general-news/20170918/royal-oak-police-investigate-swastika-graffiti-incidents-seek-tips
-111.931298,33.401395,8/26/17,public facility,,www.geekwire.com/2017/man-wearing-swastika-armband-seattle-gets-punched-image-spread-social-media/
-113.367458,37.145366,8/26/17,college,,www.washingtonpost.com/local/public-safety/swastika-found-in-residence-hall-at-georgetown-university-on-jewish-holiday/2017/09/21/7fe36804-9ec1-11e7-9083-fbfddf6804c2_story.html?utm_term=.5da0a5a69358
-73.536216,41.054082,8/26/17,public park,,badgerherald.com/news/2017/09/20/campus-leaders-condemn-swastika-vandalism-near-synagogue/
-73.799802,40.863028,8/27/17,private property,,www.wbtv.com/story/36430028/charlotte-man-says-swastika-symbol-was-drawn-on-his-door
-70.262393,43.658784,8/29/17,private property,,durangoherald.com/articles/193702
-97.771258,30.326374,8/29/17,K-12,,theswellesleyreport.com/2016/10/wellesley-high-investigates-swastika-etched-onto-computer/
-111.900719,40.756095,8/30/17,private property,,www.wpxi.com/news/top-stories/homeowner-paints-swastika-on-pittsburgh-steelers-flag/615301428
-77.645224,39.085309,8/30/17,college,,jewishweek.timesofisrael.com/anti-semitic-vandalism-strikes-brandeis-campus/
-116.964449,34.980295,8/30/17,college,,jewishweek.timesofisrael.com/anti-semitic-vandalism-strikes-brandeis-campus/
-77.483689,38.295135,8/31/17,college,,www.wboc.com/story/36547029/man-arrested-after-swastika-found-at-university-of-maryland
-88.211024,40.108966,9/1/17,college,,georgetownvoice.com/2017/10/03/gupd-issues-response-to-anti-semitic-graffiti/
-75.321632,40.002911,9/1/17,college,,www.athensnews.com/news/campus/ou-administration-condemns-swastika-graffiti-on-campus/article_d7d917ce-a543-11e7-8422-43b8d053329b.html
-106.131618,34.434684,9/4/17,K-12,,www.sctimes.com/story/news/local/2017/10/03/swastika-graffiti-discovered-north-junior-high-school/728140001/
-105.104899,40.026334,9/5/17,local business,,pix11.com/2017/10/03/swastika-flyer-sent-to-brooklyn-business-targets-jews-black-people-and-gay-people/
-69.9405,43.91172,9/5/17,K-12,,www.wiltonbulletin.com/news/schools/article/Swastika-discovered-in-Middlebrook-bathroom-13990268.php
-77.016719,38.911936,9/5/17,college,,www.baltimoresun.com/news/maryland/crime/bs-md-campus-hate-incidents-20171012-story.html
-69.9405,43.91172,9/5/17,K-12,,www.mcall.com/news/breaking/mc-nws-montgomery-county-upper-perk-swastika-20171015-story.html
-122.149915,37.444122,9/6/17,college,,www.dbknews.com/2017/10/12/umd-swastika-bathroom-north-campus-dining-hall-hate-bias-police/
-77.016719,38.911936,9/6/17,private club,,wgme.com/news/local/vandals-leave-damage-swastika-on-monmouth-golf-course
-73.257699,42.642075,9/7/17,private property,,newyork.cbslocal.com/2017/10/12/staten-island-racist-graffiti/
-73.494637,41.308201,9/8/17,college,,www.dailycal.org/2017/10/16/flyer-found-vandalized-after-alan-dershowitz-speaks-at-uc-berkeley-school-of-law/
-74.693953,40.343625,9/8/17,K-12,,whdh.com/news/officials-swastika-racial-slurs-found-at-rockland-high-school/
-74.045698,40.889398,9/10/17,college,,www.kolotv.com/content/news/UNR-stairwell-tagged-with-swastikas-will-be-painted-over-450854023.html
-87.83931,41.923168,9/12/17,college,,themacweekly.com/73189/news/swastikas-found-in-the-library/
-87.83931,41.923168,9/12/17,college,,daily.swarthmore.edu/2017/10/16/swatter-october-9-october-16/
-76.931652,39.002867,9/13/17,public space,,www.wweek.com/news/2017/10/19/the-ramona-quimby-statue-was-defaced-and-cleaned-twice-this-week/
-117.170912,32.724103,9/13/17,K-12,,www.hometownlife.com/story/news/local/canton/2017/10/18/swastika-found-drawn-wood-chips-school-playground/775176001/
-93.090649,44.951483,9/15/17,public space,,www.wweek.com/news/2017/10/19/the-ramona-quimby-statue-was-defaced-and-cleaned-twice-this-week/
-93.572173,41.672687,9/16/17,local business,,madison.com/wsj/news/local/crime/swastikas-carved-into-hoods-at-far-east-side-dealership-madison/article_a79eb112-e43a-5eea-9b08-03ff1bcbdad3.html
-86.928132,40.467303,9/16/17,private property,,newyork.cbslocal.com/2017/10/19/man-charged-with-scrawling-swastika-anti-semitic-slur-on-staten-island-garage/
-118.200957,33.804309,9/17/17,local business,,www.kron4.com/news/video-swastika-racial-slur-painted-on-front-window-of-san-francisco-dentist-office/
-83.145375,42.492485,9/17/17,private property,,okcfox.com/news/local/home-broken-in-twice-swastika-graffiti-left-on-door
-121.803388,47.432251,9/17/17,college,,www.timesofisrael.com/us-white-supremacist-leader-shouted-down-at-florida-college-speech/
-77.016719,38.911936,9/20/17,K-12,,www.nbcwashington.com/news/local/Swastika-Other-Vandalism-at-Woodbridge-School-Neighborhood-452583463.html
-89.423861,43.06956,9/20/17,private property,,www.washingtonpost.com/local/public-safety/a-swastika-was-mowed-into-a-field-now-neighbors-ask-if-they-could-have-done-more/2017/12/26/4e190a48-ea63-11e7-8a6a-80acf0774e64_story.html
-80.804151,35.26002,9/21/17,college,,news.stanford.edu/2017/10/25/police-investigating-appearance-swastika-campus-building/
-107.880367,37.318364,9/21/17,college,,cornellsun.com/2017/10/23/anti-semitic-posters-appear-on-campus-advertising-apparently-fake-hate-group/
-71.27875,42.300596,9/23/17,college,,www.bupipedream.com/news/87542/post-it-note-with-swastika-found-in-digman-hall/
-71.2398,42.388938,9/25/17,religious institution,,nypost.com/2017/10/26/three-sought-for-painting-swastika-on-synagogue/
-71.2398,42.388938,9/26/17,private property,,www.wisn.com/article/swastika-carved-into-couple-s-pumpkin/13100280
-76.931652,39.002867,9/27/17,college,,thetech.com/2017/11/09/standing-up-for-mit
-77.016719,38.911936,9/27/17,private property,,www.wuft.org/news/2016/10/26/swastikas-spray-painted-on-gainesville-home-and-trump-sign/
-82.013803,39.339279,9/29/17,public facility,,patch.com/massachusetts/reading/swastika-found-reading-public-library
-94.330619,45.519196,9/29/17,public facility,,www.nydailynews.com/new-york/swastika-laden-hebrew-letter-sento-israeli-consulate-nyc-article-1.3593671
-73.439165,41.209695,10/5/17,public facility,,www.sfgate.com/crime/article/Swastika-at-Glen-Park-BART-station-seen-as-part-12313159.php
-76.931652,39.002867,10/7/17,local business,,nj1015.com/swastika-painted-on-cop-car-in-ocean-county/
-75.49212,40.39093,10/7/17,college,,themacweekly.com/73189/news/swastikas-found-in-the-library/
-76.931652,39.002867,10/7/17,private property,,wjla.com/news/local/woman-finds-red-swastika-on-her-car-window-in-pg-county
-70.03561,44.23868,10/9/17,public space,,www.bostonglobe.com/metro/2017/10/30/dracut-police-investigating-discovery-spray-painted-swastikas/Ecq5ZEfhomAkTMH3o25V7M/story.html
